SCENARIO,YEAR,GFA_Bm2,BUILDING_CLASS,EUI_kWh_m2_yr,TOTAL_CONSUMPTION_EJ
data_B1_2080,2080,16.647553419708355,Commercial,319.5494788533184,19.150981270022104
data_B1_2080,2080,16.82181507661144,Commercial,319.5494788533184,19.35144806795309
data_B1_2080,2080,17.727573806053297,Commercial,319.5494788533184,20.39341309580905
data_B1_2080,2080,19.019519262523712,Commercial,319.5494788533184,21.879638886168372
data_B1_2080,2080,17.90015606885915,Commercial,319.5494788533184,20.59194795550922
data_B1_2080,2080,19.821706090124454,Commercial,319.5494788533184,22.8024570638985
data_B1_2080,2080,17.37285862635482,Commercial,319.5494788533184,19.985356512878617
data_B1_2080,2080,19.181690187954086,Commercial,319.5494788533184,22.066196771111546
data_B1_2080,2080,17.416633037517148,Commercial,319.5494788533184,20.035713637865133
data_B1_2080,2080,18.29504334003351,Commercial,319.5494788533184,21.04621763366369
data_B1_2080,2080,17.76270834965149,Commercial,319.5494788533184,20.433831106156635
data_B1_2080,2080,17.444451622168646,Commercial,319.5494788533184,20.067715529085298
data_B1_2080,2080,17.482556980435337,Commercial,319.5494788533184,20.1115510996376
data_B1_2080,2080,16.747654306369146,Commercial,319.5494788533184,19.266135140216857
data_B1_2080,2080,19.271516993215602,Commercial,319.5494788533184,22.169531562821696
data_B1_2080,2080,18.509731010990958,Commercial,319.5494788533184,21.293189633798164
data_B1_2080,2080,18.224876087295442,Commercial,319.5494788533184,20.965498761101625
data_B1_2080,2080,16.81057636011096,Commercial,319.5494788533184,19.33851929435054
data_B1_2080,2080,18.681651112312213,Commercial,319.5494788533184,21.490962757411985
data_B1_2080,2080,17.83398137349344,Commercial,319.5494788533184,20.515822033606618
data_B1_2080,2080,18.341233788208147,Commercial,319.5494788533184,21.099354114775636
data_B1_2080,2080,16.36072536578014,Commercial,319.5494788533184,18.821020551470323
data_B1_2080,2080,19.860889098609885,Commercial,319.5494788533184,22.847532339687632
data_B1_2080,2080,16.90343015236852,Commercial,319.5494788533184,19.445336265682187
data_B1_2080,2080,19.69879232273526,Commercial,319.5494788533184,22.661059754771287
data_B1_2080,2080,17.87664918280975,Commercial,319.5494788533184,20.564906148037643
data_B1_2080,2080,18.487131189016146,Commercial,319.5494788533184,21.26719129299494
data_B1_2080,2080,18.658802149299405,Commercial,319.5494788533184,21.464677810208887
data_B1_2080,2080,17.32974570838816,Commercial,319.5494788533184,19.935760355193484
data_B1_2080,2080,17.794953863778076,Commercial,319.5494788533184,20.470925640200864
data_B1_2080,2080,16.94100520292885,Commercial,319.5494788533184,19.48856178185017
data_B1_2080,2080,17.79276832327375,Commercial,319.5494788533184,20.468411442215853
data_B1_2080,2080,17.390761599099978,Commercial,319.5494788533184,20.005951701076924
data_B1_2080,2080,17.55491733545901,Commercial,319.5494788533184,20.194792869092442
data_B1_2080,2080,17.8061904365779,Commercial,319.5494788533184,20.483851947737076
data_B1_2080,2080,18.13628087874433,Commercial,319.5494788533184,20.86358077130456
data_B1_2080,2080,17.293863675501235,Commercial,319.5494788533184,19.894482449520314
data_B1_2080,2080,17.452907145244655,Commercial,319.5494788533184,20.077442577857834
data_B1_2080,2080,16.74056312519925,Commercial,319.5494788533184,19.257977600526605
data_B1_2080,2080,18.96843584473814,Commercial,319.5494788533184,21.82087363985524
data_B1_2080,2080,16.855398920318297,Commercial,319.5494788533184,19.390082187068995
data_B1_2080,2080,18.416549244694743,Commercial,319.5494788533184,21.18599536830725
data_B1_2080,2080,18.185881321695515,Commercial,319.5494788533184,20.92064003580996
data_B1_2080,2080,18.04282512404265,Commercial,319.5494788533184,20.756071315545803
data_B1_2080,2080,17.861710783772306,Commercial,319.5494788533184,20.547721340579297
data_B1_2080,2080,18.15796516286276,Commercial,319.5494788533184,20.88852589738622
data_B1_2080,2080,18.134986654225504,Commercial,319.5494788533184,20.862091923730716
data_B1_2090,2090,37.97368825126716,Residential,213.30056263221525,29.159312649176265
data_B1_2090,2090,37.7280774257679,Residential,213.30056263221525,28.970712511013062
data_B1_2090,2090,37.85053177839814,Residential,213.30056263221525,29.064743007339118
data_B1_2090,2090,37.64210188136016,Residential,213.30056263221525,28.904693435831845
data_B1_2090,2090,37.38401336702293,Residential,213.30056263221525,28.70651190469049
data_B1_2090,2090,37.530801453021716,Residential,213.30056263221525,28.819227837482977
data_B1_2090,2090,37.68908992901034,Residential,213.30056263221525,28.94077471303463
data_B1_2090,2090,37.38909342516314,Residential,213.30056263221525,28.71041279002473
data_B1_2090,2090,37.76777242263323,Residential,213.30056263221525,29.001193585607275
data_B1_2090,2090,37.47008461325788,Residential,213.30056263221525,28.77260446758462
data_B1_2090,2090,37.62118352832908,Residential,213.30056263221525,28.888630608536715
data_B1_2090,2090,38.24777494008605,Residential,213.30056263221525,29.36977889094251
data_B1_2090,2090,37.91681883258037,Residential,213.30056263221525,29.115643644767403
data_B1_2090,2090,37.52011467316987,Residential,213.30056263221525,28.811021651324527
data_B1_2090,2090,37.019722154588145,Residential,213.30056263221525,28.426779230622966
data_B1_2090,2090,37.564537108525016,Residential,213.30056263221525,28.84513284096161
data_B1_2090,2090,37.5232139553997,Residential,213.30056263221525,28.813401534440686
data_B1_2090,2090,37.883946894384344,Residential,213.30056263221525,29.09040187428412
data_B1_2090,2090,37.4552513660236,Residential,213.30056263221525,28.76121428365398
data_B1_2090,2090,37.74431586923303,Residential,213.30056263221525,28.983181719871638
data_B1_2090,2090,37.17683672262283,Residential,213.30056263221525,28.547424683357224
data_B1_2090,2090,37.691289043629205,Residential,213.30056263221525,28.942463373622413
data_B1_2090,2090,37.528777033004616,Residential,213.30056263221525,28.817673321739832
data_B1_2090,2090,37.540148016394646,Residential,213.30056263221525,28.82640489549702
data_B1_2090,2090,37.53659205281274,Residential,213.30056263221525,28.82367433497923
data_B1_2090,2090,37.5766512342888,Residential,213.30056263221525,28.854435060389978
data_B1_2090,2090,37.51709068388123,Residential,213.30056263221525,28.80869958430454
data_B1_2090,2090,37.46553175370438,Residential,213.30056263221525,28.76910840856898
data_B1_2090,2090,37.786460639222426,Residential,213.30056263221525,29.015543931214317
data_B1_2090,2090,38.2342427345933,Residential,213.30056263221525,29.35938775357958
data_B1_2090,2090,37.24825407252484,Residential,213.30056263221525,28.6022647826541
data_B1_2090,2090,37.496347302665235,Residential,213.30056263221525,28.79277111472119
data_B1_2090,2090,37.40404646742979,Residential,213.30056263221525,28.721894962407468
data_B1_2090,2090,38.03131182670223,Residential,213.30056263221525,29.203560756996506
data_B1_2090,2090,37.37386936677325,Residential,213.30056263221525,28.69872250923233
data_B1_2090,2090,38.145880997494146,Residential,213.30056263221525,29.29153636392131
data_B1_2090,2090,37.44474299531441,Residential,213.30056263221525,28.75314509466935
data_B1_2090,2090,37.838306963567945,Residential,213.30056263221525,29.055355791766242
data_B1_2090,2090,37.44423992849378,Residential,213.30056263221525,28.752758798700178
data_B1_2090,2090,37.638017994117,Residential,213.30056263221525,28.90155749222375
data_B1_2090,2090,37.880141831334804,Residential,213.30056263221525,29.08748003476257
data_B1_2090,2090,37.90718992787884,Residential,213.30056263221525,29.108249781922076
data_B1_2090,2090,37.57377899345262,Residential,213.30056263221525,28.852229518279035
data_B1_2090,2090,37.887080245867566,Residential,213.30056263221525,29.092807918567587
data_B1_2090,2090,37.758904507408744,Residential,213.30056263221525,28.994384072902946
data_B1_2090,2090,37.62135328594081,Residential,213.30056263221525,28.88876096235545
data_B1_2090,2090,37.500339216273666,Residential,213.30056263221525,28.795836433428356
data_B1_2090,2090,38.19898831691657,Residential,213.30056263221525,29.332316519926998
data_B1_2090,2090,38.25425114009023,Residential,213.30056263221525,29.37475184851911
data_B1_2090,2090,37.49309869758262,Residential,213.30056263221525,28.790276569270375
data_B1_2090,2090,37.51410972200995,Residential,213.30056263221525,28.80641055726496
data_B1_2090,2090,37.38638890433018,Residential,213.30056263221525,28.708336037089577
data_B1_2090,2090,37.34134003003158,Residential,213.30056263221525,28.673743816247747
data_B1_2090,2090,37.494113531908646,Residential,213.30056263221525,28.79105584230817
data_B1_2090,2090,37.167513121987874,Residential,213.30056263221525,28.540265258016923
data_B1_2090,2090,37.50838585296149,Residential,213.30056263221525,28.80201530110647
data_B1_2090,2090,37.76875463467144,Residential,213.30056263221525,29.00194780857662
data_B1_2090,2090,37.5466076178694,Residential,213.30056263221525,28.831365107361226
